<<<<<<< HEAD
name,state,swagType,lat,lng,info,website
Mission Tejas State Park,Texas,Tag,31.5482771,-95.239093,"**March 2026, member shared a certificate.
**January 2026 the park shared: If you and your four-legged hiking buddy love the outdoors, then show it off by taking the B.A.R.K. ranger pledge to Bag your waste, Always wear a leash, Respect wildlife, and Know where you can go! Keep your eyes out for news of any upcoming BARK Ranger hikes!
Also, you can now purchase at the front office a BARK ranger tag for your dog's collar ($3.50) or get a similar style lapel pin ($5.99)!
**January 2026, details are unknown.  Member reports that this site is a Bark Ranger site coming soon and tags are on the way!",https://tpwd.texas.gov/state-parks/mission-tejas
"Mississippi National River Coldwater Spring 5601 Minnehaha Park Dr S, St Paul, MN 55111",Minnesota,Tag,44.4071204,-92.0485737,"There is a free metal bark ranger site specific dog tag to earn during special events. August 2024, member was told special event, once annually in the fall, so call ahead! You can also earn the badge if you get lucky and convince a ranger who knows about the program to give you a badge. From the website about the event: 
“Learn how you and your dog can keep the ecosystem at Coldwater Spring healthy. To become a BARK Ranger and receive a free dog tag, you will learn about the history of the site, go on a walking tour with national park staff, and swear in as an official BARK Ranger. It's a fun and inclusive solution to help dogs and their owners enjoy the park while keeping it safe through stewardship.This is a drop-in event. Registration is not required.”  June 2024 a member called ahead and was told tags were out of stock.",https://www.nps.gov/miss/planyourvisit/coldwater.htm
Missouri Headwaters State Park,Montana,Tag,45.9259689,-111.4990974,"October 2025 update from Park Ranger Sarah that the tag design is done and tags will be arriving in a few weeks! They will be on sale for $5.  She adds that there will be a Bark Ranger walk sometime in May.  She goes on to add that the park is small and the office is not always manned, so be sure to give a call beforehand. September 2025, tags are on order.  Currently they have a bark ranger pamphlet made and on the back of it there is space for it to be signed by a ranger, dated and then Paw printed by their pup. They also have a pet safe ink pad here and wipes. They usually have a stock of treats for pups that come into the office. In May they do a Bark Ranger walk program and hand out doggie bags with lots of free doggie items (treats, leash, bags bandana). 
August 2025, report that they do have certificates, and there are plans to order tags.  But this is a one time a year event.  Otherwise they have treats and always like to say hi to pups in the office. Address is 1585 Trident Rd Three Forks, MT  59752, office phone number is 406-285-3610. Late May update, we understand that it was a once a year thing and unknow for next date.  Call ahead. May 2025, member reports no cost, park is super dog friendly. The dog was allowed to come into the visitor center for a swearing in.  At the EVENT they got a lot of swag at no cost.  UNSURE IF THIS IS A FULL TIME EVENT.",https://montanastateparksfoundation.org/parks/missouri-headwaters-state-park/?CMP=State%20Parks%20-%20August%20&utm_medium=cpc&utm_source=google&utm_campaign=State%20Parks%20-%20August%20&utm_term=missouri%20headwaters%20state%20park%20camping&gad_source=1&gad_campaignid=14109391828&gbraid=0AAAAABajq8RaLGncZ7OLmIVg4mhZyK0QP&gclid=Cj0KCQjwotDBBhCQARIsAG5pinMFr4RXtYh5sVgmlTyeogcGdIMZB6Owo117UBD5gm2Tw1_eoGdjrxgaAl5DEALw_wcB
Monocacy National Battlefield,Maryland,Tag,39.3601328,-77.3995281,"December 2025, member reports they received tags from the site. 
August 2025, the park IG account announced the visitor center is open again. 
July 2025, member reports there is still the option of the tag or bandana, but they are out of the cards.  It is very hot with no shade.  The address is 5201 Urbana Pike, Frederick, MD 21704. 
December 2024 member reports Visitor Center hours open daily 9-5.  The phone number is (301) 662-3515. The site is open grounds, not much shade, and there are 6 walking trails. Park Rangers signed an activity card and gave the option of the wooden site specific tag or bandana. There are assignments to complete and for dogs than cannot hike, there is a qualifying drive. No entrance fee.",https://www.nps.gov/mono/planyourvisit/pets.htm
Monongahela National Forest,West Virginia,Tag,38.3316131,-80.3106828,"October 2025, member reports that the Cranberry Visitor center is closed for the season.  
June 2025, member verifies tags are in stock. 
May 2025, trustmed member reports site specific tags located at the Cranberry Mountain Nature Center.",https://www.fs.usda.gov/r09/monongahela
Montgomery Bell State Park,Tennessee,Tag,36.0838193,-87.2791721,"September 2025, member reports that the tag was found at the lodge gift shop and not at the visitor center.  Tag can be purchased in 3 different colors.  Dogs are welcome in the lodge, the lodge gift shop, and the restaurant. They also reported that park staff offered to take a picture for them. 
August 2025, member reports no program but there is a site specific metal tag for sale for $6.",https://tnstateparks.com/parks/montgomery-bell
"Moores Creek National Battlefield, Patriots Hall Drive, Currie, NC",North Carolina,Tag,34.4583631,-78.1102636,March 2025 member reports the visitor center was closed when they went there.  They spoke with a ranger ahead of time and were told they will mail tags.  There is a site specific metal tag.,https://www.nps.gov/mocr/planyourvisit/bark-ranger.htm
Mount Rushmore National Memorial,South Dakota,Tag,43.8788605,-103.4590124,"September 2025, member reports that they needed to go down an elevator to the gift shop.  Previous member provided picture of a wooden site specific tag but we have no info other than mention on website video, see link.  In June 2024 a ranger approached member and gave their two dogs two tags. 
May 2024 member says to email moru_information@nps.gov for info or see to get a tag.",https://www.nps.gov/media/video/view.htm?id=86D7DDFE-2105-4ABD-98B3-8B31D9018B2A
"Mt. Shasta Visitor Center 300 Pine Street Mt. Shasta, CA 96067",California,Tag,41.2872148,-122.2976456,"July 2025 member reports the tag was free. 
July 2025, member reports that the rangers are very friendly and are wanting more Bark Ranger visitors.  
May 2025 member reports that the visitor center hours are now reduced to Wed-Sat 10-3.  They were mailed a Bark Ranger tag and certificate for around $10.  April 2025, member reports a program at Mt. Shasta, California.  Mount Shasta has an incredible wealth of trails, rivers, waterfalls, lakes, vistas, and even snow! The Visitor Center has put together a great FREE pamphlet and certificate with information on local dog friendly trails. The optional dog tag features Mount Shasta on the familiar brass tag for $6 with profits going to the local Siskiyou Humane Society. Phone number is 530-926-4865.  The visitor center is usually open 10-4 every day. But call ahead to be sure.",https://www.visitmtshasta.com/
Mt. St. Helens National Volcanic Monument,Washington,Bandana,46.2536668,-122.1869866,"September 2024, member reports a free green bandana similar to the other Washington State Parks.  The vIsitor center is closing approximately October 1st for several months for renovations.",https://www.fs.usda.gov/visit/national-monuments/mount-st-helens
Mt. Vernon Trail George Washington Memorial Parkway,"Washington, D.C.",Tag,38.8950368,-77.0365427,"March 2026, member reports a site specific metal tag. They're for sale, $10.95, at MadeInALX in Old Town, Alexandria, VA at the famers market which can get busy, so be mindful if dog is reactive or nervous. Can purchase tag here: https://www.madeinalx.com/product/bark-ranger-dog-tag-mount-vernon-trail/5GZZ7OPXHTJ3CKOXT2YQS5R7?fbclid=IwY2xjawQZOBdleHRuA2FlbQIxMABicmlkETFNblkycjBIWTNNWWNUQzhKc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHotUg_AuV9Tt4wh7EWUu6SlosyRF_DIm-RJupLP0JPyiiyKAIK3WdWUUuFC__aem_sMLXqLfxb_8zOpRIQajRzQ","https://www.nps.gov/gwmp/planyourvisit/basicinfo.htm

https://mountvernontrail.org/barkranger/?fbclid=IwY2xjawQZOnZleHRuA2FlbQIxMABicmlkETFNblkycjBIWTNNWWNUQzhKc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHs7KIBo84WCOB8IilVnXYu3-k1dned8BRpp1dLfWyNKFw5Ox-eWk0ge_HZCx_aem_8nA1XGQEF2OF5gbUb1lMIg"
=======
July 2024 quite a few trails are partially, or completely, closed due to construction.  The trails near the two visitor centers, North Bridge and Minute Man are open.",https://www.nps.gov/mima/planyourvisit/pets.htm
Mission Tejas State Park,Texas,Tag,31.5482771,-95.239093,"**March 2026, member shared a certificate.
**January 2026 the park shared: If you and your four-legged hiking buddy love the outdoors, then show it off by taking the B.A.R.K. ranger pledge to Bag your waste, Always wear a leash, Respect wildlife, and Know where you can go! Keep your eyes out for news of any upcoming BARK Ranger hikes!
Also, you can now purchase at the front office a BARK ranger tag for your dog's collar ($3.50) or get a similar style lapel pin ($5.99)!
**January 2026, details are unknown.  Member reports that this site is a Bark Ranger site coming soon and tags are on the way!",https://tpwd.texas.gov/state-parks/mission-tejas
"Mississippi National River Coldwater Spring 5601 Minnehaha Park Dr S, St Paul, MN 55111",Minnesota,Tag,44.4071204,-92.0485737,"There is a free metal bark ranger site specific dog tag to earn during special events. August 2024, member was told special event, once annually in the fall, so call ahead! You can also earn the badge if you get lucky and convince a ranger who knows about the program to give you a badge. From the website about the event: 
“Learn how you and your dog can keep the ecosystem at Coldwater Spring healthy. To become a BARK Ranger and receive a free dog tag, you will learn about the history of the site, go on a walking tour with national park staff, and swear in as an official BARK Ranger. It's a fun and inclusive solution to help dogs and their owners enjoy the park while keeping it safe through stewardship.This is a drop-in event. Registration is not required.”  June 2024 a member called ahead and was told tags were out of stock.",https://www.nps.gov/miss/planyourvisit/coldwater.htm
Missouri Headwaters State Park,Montana,Tag,45.9259689,-111.4990974,"October 2025 update from Park Ranger Sarah that the tag design is done and tags will be arriving in a few weeks! They will be on sale for $5.  She adds that there will be a Bark Ranger walk sometime in May.  She goes on to add that the park is small and the office is not always manned, so be sure to give a call beforehand. September 2025, tags are on order.  Currently they have a bark ranger pamphlet made and on the back of it there is space for it to be signed by a ranger, dated and then Paw printed by their pup. They also have a pet safe ink pad here and wipes. They usually have a stock of treats for pups that come into the office. In May they do a Bark Ranger walk program and hand out doggie bags with lots of free doggie items (treats, leash, bags bandana). 
August 2025, report that they do have certificates, and there are plans to order tags.  But this is a one time a year event.  Otherwise they have treats and always like to say hi to pups in the office. Address is 1585 Trident Rd Three Forks, MT  59752, office phone number is 406-285-3610. Late May update, we understand that it was a once a year thing and unknow for next date.  Call ahead. May 2025, member reports no cost, park is super dog friendly. The dog was allowed to come into the visitor center for a swearing in.  At the EVENT they got a lot of swag at no cost.  UNSURE IF THIS IS A FULL TIME EVENT.",https://montanastateparksfoundation.org/parks/missouri-headwaters-state-park/?CMP=State%20Parks%20-%20August%20&utm_medium=cpc&utm_source=google&utm_campaign=State%20Parks%20-%20August%20&utm_term=missouri%20headwaters%20state%20park%20camping&gad_source=1&gad_campaignid=14109391828&gbraid=0AAAAABajq8RaLGncZ7OLmIVg4mhZyK0QP&gclid=Cj0KCQjwotDBBhCQARIsAG5pinMFr4RXtYh5sVgmlTyeogcGdIMZB6Owo117UBD5gm2Tw1_eoGdjrxgaAl5DEALw_wcB
Monocacy National Battlefield,Maryland,Tag,39.3601328,-77.3995281,"December 2025, member reports they received tags from the site. 
August 2025, the park IG account announced the visitor center is open again. 
July 2025, member reports there is still the option of the tag or bandana, but they are out of the cards.  It is very hot with no shade.  The address is 5201 Urbana Pike, Frederick, MD 21704. 
December 2024 member reports Visitor Center hours open daily 9-5.  The phone number is (301) 662-3515. The site is open grounds, not much shade, and there are 6 walking trails. Park Rangers signed an activity card and gave the option of the wooden site specific tag or bandana. There are assignments to complete and for dogs than cannot hike, there is a qualifying drive. No entrance fee.",https://www.nps.gov/mono/planyourvisit/pets.htm
Monongahela National Forest,West Virginia,Tag,38.3316131,-80.3106828,"October 2025, member reports that the Cranberry Visitor center is closed for the season.  
June 2025, member verifies tags are in stock. 
May 2025, trustmed member reports site specific tags located at the Cranberry Mountain Nature Center.",https://www.fs.usda.gov/r09/monongahela
Montgomery Bell State Park,Tennessee,Tag,36.0838193,-87.2791721,"September 2025, member reports that the tag was found at the lodge gift shop and not at the visitor center.  Tag can be purchased in 3 different colors.  Dogs are welcome in the lodge, the lodge gift shop, and the restaurant. They also reported that park staff offered to take a picture for them. 
August 2025, member reports no program but there is a site specific metal tag for sale for $6.",https://tnstateparks.com/parks/montgomery-bell
"Moores Creek National Battlefield, Patriots Hall Drive, Currie, NC",North Carolina,Tag,34.4583631,-78.1102636,March 2025 member reports the visitor center was closed when they went there.  They spoke with a ranger ahead of time and were told they will mail tags.  There is a site specific metal tag.,https://www.nps.gov/mocr/planyourvisit/bark-ranger.htm
Mount Rushmore National Memorial,South Dakota,Tag,43.8788605,-103.4590124,"September 2025, member reports that they needed to go down an elevator to the gift shop.  Previous member provided picture of a wooden site specific tag but we have no info other than mention on website video, see link.  In June 2024 a ranger approached member and gave their two dogs two tags. 
May 2024 member says to email moru_information@nps.gov for info or see to get a tag.",https://www.nps.gov/media/video/view.htm?id=86D7DDFE-2105-4ABD-98B3-8B31D9018B2A
"Mt. Shasta Visitor Center 300 Pine Street Mt. Shasta, CA 96067",California,Tag,41.2872148,-122.2976456,"July 2025 member reports the tag was free. 
July 2025, member reports that the rangers are very friendly and are wanting more Bark Ranger visitors.  
May 2025 member reports that the visitor center hours are now reduced to Wed-Sat 10-3.  They were mailed a Bark Ranger tag and certificate for around $10.  April 2025, member reports a program at Mt. Shasta, California.  Mount Shasta has an incredible wealth of trails, rivers, waterfalls, lakes, vistas, and even snow! The Visitor Center has put together a great FREE pamphlet and certificate with information on local dog friendly trails. The optional dog tag features Mount Shasta on the familiar brass tag for $6 with profits going to the local Siskiyou Humane Society. Phone number is 530-926-4865.  The visitor center is usually open 10-4 every day. But call ahead to be sure.",https://www.visitmtshasta.com/
Mt. St. Helens National Volcanic Monument,Washington,Bandana,46.2536668,-122.1869866,"September 2024, member reports a free green bandana similar to the other Washington State Parks.  The vIsitor center is closing approximately October 1st for several months for renovations.",https://www.fs.usda.gov/visit/national-monuments/mount-st-helens
Mt. Vernon Trail George Washington Memorial Parkway,"Washington, D.C.",Tag,38.8950368,-77.0365427,"March 2026, member reports a site specific metal tag. They're for sale, $10.95, at MadeInALX in Old Town, Alexandria, VA at the famers market which can get busy, so be mindful if dog is reactive or nervous. Can purchase tag here: https://www.madeinalx.com/product/bark-ranger-dog-tag-mount-vernon-trail/5GZZ7OPXHTJ3CKOXT2YQS5R7?fbclid=IwY2xjawQZOBdleHRuA2FlbQIxMABicmlkETFNblkycjBIWTNNWWNUQzhKc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHotUg_AuV9Tt4wh7EWUu6SlosyRF_DIm-RJupLP0JPyiiyKAIK3WdWUUuFC__aem_sMLXqLfxb_8zOpRIQajRzQ","https://www.nps.gov/gwmp/planyourvisit/basicinfo.htm

https://mountvernontrail.org/barkranger/?fbclid=IwY2xjawQZOnZleHRuA2FlbQIxMABicmlkETFNblkycjBIWTNNWWNUQzhKc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHs7KIBo84WCOB8IilVnXYu3-k1dned8BRpp1dLfWyNKFw5Ox-eWk0ge_HZCx_aem_8nA1XGQEF2OF5gbUb1lMIg"
>>>>>>> 5058012d81008eb092031d7983fdd92503d86ad7
"Muskingum Area, US Army Corp of Engineers 49320 CR 497 Coshocton, OH 43812",Ohio,Tag,39.9532323,-81.9904774,"January 2026, trusted member reports that to complete the program to earn a tag takes some time, a few hours! Three sites must be visited, they are 30 to more minutes away from each other and then a good bit away from the WIlls Dam site, so plan on a few hours to earn a tag! He also adds that some of the driving is through Amish country, so take care while driving. He futher adds the sites are gorgeous, you are supporting the Army Corps, and the tag design is super unique!
November 2025 updateL Hours are now 7 AM to 3 PM an phone numbers are now 330-800-6507 for the main and the back up is 740-829-2051. Reminder that ticks are prevalent.
October 2025 update that the Bark Ranger program is UP AND RUNNING! Drive time.
While you can pick up a brochure in person at any of the five dams or just follow this online copy, Wills Creek Dam (main hub) is the only one you can get the tag and gift bag from. All projects are roughly an hour from the main hub, so time accordingly to arrive before 4:00 pm on weekdays.
Hours of Operation: Workers will only be in the offices on weekdays from 7:00 am - 4:00 pm. The offices operate under the federal government so on holidays and weekends (unless an event is held) they will be closed. 
**Call ahead to the Wills Creek Dam office at (330) 800-6507 to make sure someone will be in the office when you get there so it’s not a wasted trip!**
To show that you and your pet have visited the locations, a picture for proof is necessary! Upon visiting Wills Creek Dam office, show your pictures that are on your phone, digital camera, etc. to the ranger or the first office. You will be given your tag and the gift bag. 
Additional info shared is that while this is an everyday weekday thing, if a large group needs a weekend, they might accommodate.  

Address: Wills Creek Dam
49320 County Road 497
Coshocton, OH 43811
Hours: 7-4 Monday to Friday
Ph.: 1-740-829-2046
        1-330-800-6507
For GPS you can also try: 
49320 Wills Valley Rd.
Coshocton, OH 43811

September 2025 member reports this program STARTING IN OCTOBER. This is not a national park site, but Army Corp of Engineer site, Lower Tuscarawas Projects.  All swag will be free.  Site will be closed on all federal holidays.
In honor of National Dog Day, we are annoucing our new B.A.R.K. ranger program in the Lower Tuscarawas Area starting offically October 1st!
🐾 Check in at the Wills Creek Dam office to pick up your brochure - Monday thru Friday 7:00 am - 4:00 pm.
🐾 Visit 3 of the 5 checkpoints, take designated pictures, and earn your B.A.R.K. tag.
🐾 Visit all 5 of the checkpioints, take designated pictures, and earn your B.A.R.K. tag and mystery gift.
<<<<<<< HEAD
🐾 Get your pets picture placed in the B.A.R.K. ranger wall of fame!",https://www.facebook.com/p/Muskingum-Area-US-Army-Corps-of-Engineers-100068885543378/?_rdr
"Mystery Cave State Park, Forrestville, MN",Minnesota,Tag,43.6305838,-92.2200193,"September 2025, group moderator reports that Bark Ranger is an event only on select Saturdays. Be sure to check with the park! 
May 2025 member reports they took a walk meeting horses.  The next walkabout to meet horses is July 5th.  $7 dollars to park and dogs get a tag and certificate for free.",https://www.dnr.state.mn.us/state_parks/park.html?id=spk00148#homepage
Nahant Marsh Education Center,Iowa,Certificate,41.4901779,-90.6351163,"April 2025, member who created the program shared: ""Brochures/certificates located in the Education Center and available outside at the outer parking lot above the pet waste station. Stamp available in the Education Center only. The Education Center is open to well behaved dogs in specified areas. No dogs allowed in the reptile room. Nahant Marsh is open year-round! Certificates, swag, and stamp available during normal business hours. Certificates are free. Stickers are $3 and Key Chains are $7.",https://www.nahantmarsh.org/
Natchez Trace Parkway Visitor Center,"Alabama, Mississippi, Tennessee",Tag,34.8523983,-87.9228074,"There is a site specific metal badge to earn for dogs and cats!!! 
Sept 2024, member reports they stopped at the Meriwether Lewis site and received Bark pamphlet and a free Natchez Trace Parkway tag.",https://www.nps.gov/natr/planyourvisit/pets.htm
Natchez Trace State Park,Tennessee,Tag,35.8000907,-88.2816556,"July 2025, member reports tags for sale in the visitor center. 
January 2025, member reported on Jan 27th of a group walk the previous day, seemingly confirming it is a date specific event, so be sure yo check park website. 
December 2024, the park Facebook page, advertised their new program, but it also appears in might be a date specific event, Jan 26, 2025.  Check the website. Appears to be a certificate, a metal site specific tag, and dog treats.",https://tnstateparks.com/parks/events/natchez-trace/?fbclid=IwY2xjawIMgC9leHRuA2FlbQIxMAABHTWLwfKGpVBA1uuToD-cISZ1ZvtHh4qweSKV_ZK4zBP_BDMaYE-0rRH7cA_aem_MeeoLbTFK3pZSSfSViR5Qw#/?park=natchez-trace
"Nathan Bedford Forrest State Park, Pilot Knob Road, Eva, TN",Tennessee,Tag,35.6318392,-86.691639,"September 2025, member reports no official program but tags for sale for $6 in the museum, along with other items.  Dogs allowed in museum and visitor center.  July 2025, member reports tags are for sale in the museum and not the visitor center. 
December 2024 member reports site specific metal badges are for sale in the Visitor Center and there are nice trails to hike. 
July 2024 member reported metal site specific tag and a bandana. This is probaby not a true program, like the rest of the Tennessee state parks.",https://digital.tnconservationist.org/publication/?m=58294&i=758361&view=articleBrowser&article_id=4327296&ver=html5
=======
🐾 Get your pets picture placed in the B.A.R.K. ranger wall of fame!",https://www.facebook.com/p/Muskingum-Area-US-Army-Corps-of-Engineers-100068885543378/?_rdr
"Mystery Cave State Park, Forrestville, MN",Minnesota,Tag,43.6305838,-92.2200193,"September 2025, group moderator reports that Bark Ranger is an event only on select Saturdays. Be sure to check with the park! 
May 2025 member reports they took a walk meeting horses.  The next walkabout to meet horses is July 5th.  $7 dollars to park and dogs get a tag and certificate for free.",https://www.dnr.state.mn.us/state_parks/park.html?id=spk00148#homepage
Nahant Marsh Education Center,Iowa,Certificate,41.4901779,-90.6351163,"April 2025, member who created the program shared: ""Brochures/certificates located in the Education Center and available outside at the outer parking lot above the pet waste station. Stamp available in the Education Center only. The Education Center is open to well behaved dogs in specified areas. No dogs allowed in the reptile room. Nahant Marsh is open year-round! Certificates, swag, and stamp available during normal business hours. Certificates are free. Stickers are $3 and Key Chains are $7.",https://www.nahantmarsh.org/
Natchez Trace Parkway Visitor Center,"Alabama, Mississippi, Tennessee",Tag,34.8523983,-87.9228074,"There is a site specific metal badge to earn for dogs and cats!!! 
Sept 2024, member reports they stopped at the Meriwether Lewis site and received Bark pamphlet and a free Natchez Trace Parkway tag.",https://www.nps.gov/natr/planyourvisit/pets.htm
Natchez Trace State Park,Tennessee,Tag,35.8000907,-88.2816556,"July 2025, member reports tags for sale in the visitor center. 
January 2025, member reported on Jan 27th of a group walk the previous day, seemingly confirming it is a date specific event, so be sure yo check park website. 
December 2024, the park Facebook page, advertised their new program, but it also appears in might be a date specific event, Jan 26, 2025.  Check the website. Appears to be a certificate, a metal site specific tag, and dog treats.",https://tnstateparks.com/parks/events/natchez-trace/?fbclid=IwY2xjawIMgC9leHRuA2FlbQIxMAABHTWLwfKGpVBA1uuToD-cISZ1ZvtHh4qweSKV_ZK4zBP_BDMaYE-0rRH7cA_aem_MeeoLbTFK3pZSSfSViR5Qw#/?park=natchez-trace
"Nathan Bedford Forrest State Park, Pilot Knob Road, Eva, TN",Tennessee,Tag,35.6318392,-86.691639,"September 2025, member reports no official program but tags for sale for $6 in the museum, along with other items.  Dogs allowed in museum and visitor center.  July 2025, member reports tags are for sale in the museum and not the visitor center. 
December 2024 member reports site specific metal badges are for sale in the Visitor Center and there are nice trails to hike. 
July 2024 member reported metal site specific tag and a bandana. This is probaby not a true program, like the rest of the Tennessee state parks.",https://digital.tnconservationist.org/publication/?m=58294&i=758361&view=articleBrowser&article_id=4327296&ver=html5
>>>>>>> 5058012d81008eb092031d7983fdd92503d86ad7
Natural Bridge State Park,Virginia,Tag,37.6339513,-79.5504489,"November 2025, member reports tags for sale in the visitor center.
October 2025 group moderator shares: Site address: 6477 S Lee Hwy, Natural Bridge, VA 24578
Phone number: (540) 291-1326
e-Mail: NaturalBridge@dcr.virginia.gov
Fees: $9 per adult (ages 13 and older) and $6 per child (ages 6-12), children under 6 admitted free. Hours: The park is open daily from 8 a.m. to dusk, weather permitting.Visitor Center - daily, 10 a.m. - 6 p.m.Trail Store - daily, 8 a.m. - duskBase Camp exhibits area - open Fridays, Saturdays, Sunday, 10 a.m. – 4 p.m.Food service - closed for the season
Tours: self Guided 1 mile trail that passes a cave and ends at a waterfall. Picnic areas and rest stops throughout. 
Specific Park Ranger lead programs like Dark Sky Program.
Passport Stamps: Park Ranger was kind enough to stamp the last trail map with logo stamp. No date stamp found.
Additional Info.: Gift shop, food, ice cream, info desk, and restrooms are in the main building and lower gift shop down the stairs aka Trail Store.
Tickets to enter the trail to Natural Bridge can be purchased at either location.
Accessing the Natural Bridge requires navigating a stairway of 137 steps. Accommodations for accessibility can be made upon request with the contact rangers at the Visitor Center or by calling (540) 291-1326.
Pet Friendly: All pets are welcome everywhere. Multiple access to the river. Lots of trails and places you can take your pets. Lots of wooded area, take flea/tick prevention or spray. 
BR Program  - no official program. Site specific tags are sold at both gift shops for $4.99

<<<<<<< HEAD
September 2025, member reports program still going.  Tags cost $4.99 with a 20 percent discount for completing activities.  Their dog was sworn in. May 2025 member reports best time for reactive dogs is early or late, less busy. There is a pretty, sIte specific tag for purchase, similar to the other Virginia ones. The number to call to purchase a tag over the phone: 540-291-1331. Address: 6477 South Lee Hwy, Natural Bridge, VA 24578. There is no official Bark Ranger program, but there is merchandise for sale.  Dogs are allowed everywhere but the Visitor Center.  There is one paved trail to Lace Falls. The Cedar Creek Trail is relatively flat but there are 137 steps down to reach the start of the paved trail.",https://www.dcr.virginia.gov/state-parks/natural-bridge
Natural Tunnel State Park,Virginia,Tag,44.2083066,-89.4651198,"November 2025, member reports they were given a free tag at the park office after completing a checklist.
November 2024 member reports there is a free tag. A member of the group reports that she designed the program.  They offer a tag, and have a self guided program, and a ranger-led program with an obstacle course and ceremony at the end!",https://www.dcr.virginia.gov/state-parks/natural-tunnel
=======
September 2025, member reports program still going.  Tags cost $4.99 with a 20 percent discount for completing activities.  Their dog was sworn in. May 2025 member reports best time for reactive dogs is early or late, less busy. There is a pretty, sIte specific tag for purchase, similar to the other Virginia ones. The number to call to purchase a tag over the phone: 540-291-1331. Address: 6477 South Lee Hwy, Natural Bridge, VA 24578. There is no official Bark Ranger program, but there is merchandise for sale.  Dogs are allowed everywhere but the Visitor Center.  There is one paved trail to Lace Falls. The Cedar Creek Trail is relatively flat but there are 137 steps down to reach the start of the paved trail.",https://www.dcr.virginia.gov/state-parks/natural-bridge
Natural Tunnel State Park,Virginia,Tag,44.2083066,-89.4651198,"November 2025, member reports they were given a free tag at the park office after completing a checklist.
November 2024 member reports there is a free tag. A member of the group reports that she designed the program.  They offer a tag, and have a self guided program, and a ranger-led program with an obstacle course and ceremony at the end!",https://www.dcr.virginia.gov/state-parks/natural-tunnel
>>>>>>> 5058012d81008eb092031d7983fdd92503d86ad7
New River Gorge National Park and Preserve,West Virginia,Tag,37.8967311,-81.0429734,"January 2026, trusted member reports plenty of tags in stock for purchase of 7.37 with tax, and are NOT available online.
December 2025, member reports that tags are in stock at the Canyon Rim Visitor Center.
October 2025, member reports tags still out of stock, but they got a certificate. Member mentoned they used Hip Camp and rented a yurt with no dog weight restrictions, Fayette was not all the dog friendly, and there are lose dogs in the area. Late September, member reports NRG is still out of tags but they were given Jr. Ranger badges. They mentioned the park would call them when tags came in. 
September 2025, member reports the Canyon Rim visitor center is still out of the site specific tags. 
May 2025, member reports out of tags.  
April 2025, trusted member reports tags are back in stock at the Sandstone Visitor Center.November 2024, multiple members report they are out of tags. 
<<<<<<< HEAD
March 2024 member reported Canyon Rim Visitor Center has no tags but Sandstone Visitor Center does.  There is an orange tag that is free while supplies last, and then no more. There is a site specific metal tag for purchase and you sign a pledge certificate.",https://www.nps.gov/neri/planyourvisit/bark-ranger.htm
New River Trail State Park,Virginia,Tag,36.7591411,-80.9584411,"**March 2026, member reports tag found at Cliffview or Foster Falls office.
**November 2025, member reports they bought a tag at the office by the Foster Falls entrance.  
**October 2025, member verifies swag and costs but also adds the store will be closing for the winter.  September 2025 member reports that the tags are for sale for$ 5.99.  There is a bandana for sale for $13.99 and there is a $7 entrance fee. They also report that the gift shop allows small well behaved pups inside. 
They have a very colorful tag for sale at Foster Falls, but no other info is known.",https://www.dcr.virginia.gov/state-parks/new-river-trail
=======
March 2024 member reported Canyon Rim Visitor Center has no tags but Sandstone Visitor Center does.  There is an orange tag that is free while supplies last, and then no more. There is a site specific metal tag for purchase and you sign a pledge certificate.",https://www.nps.gov/neri/planyourvisit/bark-ranger.htm
New River Trail State Park,Virginia,Tag,36.7591411,-80.9584411,"**March 2026, member reports tag found at Cliffview or Foster Falls office.
**November 2025, member reports they bought a tag at the office by the Foster Falls entrance.  
**October 2025, member verifies swag and costs but also adds the store will be closing for the winter.  September 2025 member reports that the tags are for sale for$ 5.99.  There is a bandana for sale for $13.99 and there is a $7 entrance fee. They also report that the gift shop allows small well behaved pups inside. 
They have a very colorful tag for sale at Foster Falls, but no other info is known.",https://www.dcr.virginia.gov/state-parks/new-river-trail
>>>>>>> 5058012d81008eb092031d7983fdd92503d86ad7
